-6.461671659963030834e-07,-4.071101429872214794e-04,-1.169824827229604125e-04
-2.285115042468532920e-04,-4.536515189101919532e-05,2.657861914485692978e-04
-1.637303066672757268e-04,-1.779788726707920432e-04,6.209834100445732474e-05
-2.075348165817558765e-04,-4.519268113654106855e-04,-2.310530398972332478e-04
1.969923265278339386e-02,-2.076597593259066343e-04,3.969134413637220860e-04
2.037229860434308648e-04,9.617742151021957397e-03,-1.401391200488433242e-04
-4.589372256305068731e-04,-4.510350991040468216e-04,7.140614092350006104e-03
-8.373074524570256472e-05,-5.821457016281783581e-04,8.265723590739071369e-05
6.121661863289773464e-04,6.452162051573395729e-04,2.969528432004153728e-04
-2.913743257522583008e-03,4.121699312236160040e-04,-8.226460195146501064e-04
1.635781605727970600e-03,1.382208778522908688e-03,-2.258329041069373488e-04
-1.208550762385129929e-03,5.936541128903627396e-04,-1.081220922060310841e-03
3.860112919937819242e-04,6.220905343070626259e-04,-1.842974597821012139e-04
-3.170677227899432182e-03,-6.724100676365196705e-04,-1.107205520384013653e-03
1.136926803155802190e-04,-2.642626932356506586e-04,6.190298881847411394e-05
1.748521317495033145e-04,1.049042184604331851e-04,1.272680528927594423e-04
-5.657967645674943924e-03,-5.739448824897408485e-04,-1.558123505674302578e-03
