9.590788483619689941e-01,-6.028076261281967163e-02,-1.335435453802347183e-02,4.225392267107963562e-02,9.606815129518508911e-02,9.721083566546440125e-03,9.088730067014694214e-02,-3.321851193904876709e-01,1.699083894491195679e-01,-1.517073810100555420e-01,8.812632411718368530e-02,-1.393184810876846313e-01,-9.567009657621383667e-02,5.228708386421203613e-01,-9.710010886192321777e-02,-1.178250536322593689e-01,2.001557946205139160e-01
4.223055765032768250e-02,7.550722360610961914e-01,-9.691866487264633179e-02,1.929522491991519928e-02,8.820208162069320679e-02,-5.432680621743202209e-02,1.114529892802238464e-01,-2.381788790225982666e-01,-1.811472177505493164e-01,2.931459844112396240e-01,3.195636868476867676e-01,-6.146221235394477844e-02,3.586382567882537842e-01,1.868326799012720585e-03,1.678771674633026123e-01,-6.363991498947143555e-01,2.561439871788024902e-01
1.111514214426279068e-02,-1.096997633576393127e-01,8.314235210418701172e-01,3.079393133521080017e-02,-2.543647959828376770e-02,-1.170117501169443130e-02,-6.774500757455825806e-02,-3.026883304119110107e-01,-6.217197775840759277e-01,-8.625529706478118896e-02,2.942930459976196289e-01,-5.874332189559936523e-01,1.276227924972772598e-02,-1.718881074339151382e-03,1.010558083653450012e-01,7.972891628742218018e-02,1.060630604624748230e-01
8.060858584940433502e-03,-1.236723139882087708e-01,-7.841706275939941406e-02,1.014045357704162598e+00,6.723468005657196045e-02,-3.740794956684112549e-02,4.659423604607582092e-02,-4.464937150478363037e-01,-4.413557946681976318e-01,-7.609098553657531738e-01,2.465834319591522217e-01,2.497144229710102081e-02,1.757931560277938843e-01,1.535688489675521851e-01,1.814807504415512085e-01,1.482878029346466064e-01,6.005449891090393066e-01
2.645651064813137054e-02,-4.977192357182502747e-02,-4.704423248767852783e-02,-4.154357686638832092e-02,7.389337420463562012e-01,-7.290602475404739380e-02,-1.633707880973815918e-01,2.722220420837402344e-01,1.216397285461425781e-01,-3.510676324367523193e-01,4.802835881710052490e-01,-1.839942336082458496e-01,-4.279759898781776428e-02,-3.484542071819305420e-01,-1.371036022901535034e-01,1.005731057375669479e-02,-3.524098694324493408e-01
-4.790680482983589172e-03,-8.815173059701919556e-02,-8.384663611650466919e-03,-2.379578910768032074e-02,-7.828693091869354248e-02,8.822365999221801758e-01,2.004730340559035540e-04,-3.453135788440704346e-01,7.737839967012405396e-02,6.734647601842880249e-02,4.237445294857025146e-01,1.694408655166625977e-01,-5.199036002159118652e-02,-3.003760874271392822e-01,5.921462923288345337e-02,-2.725004684180021286e-03,-4.234268888831138611e-02
6.359865516424179077e-02,-6.949815433472394943e-03,-2.251032181084156036e-02,-1.931831799447536469e-02,-1.810801029205322266e-01,-6.687707453966140747e-02,7.539522647857666016e-01,-3.463784754276275635e-01,3.990185558795928955e-01,-1.770775765180587769e-01,-3.457873165607452393e-01,-4.073473215103149414e-01,3.947177529335021973e-01,-6.269958019256591797e-01,-1.493849325925111771e-02,-2.198179811239242554e-01,-1.358797997236251831e-01
-2.136369980871677399e-02,-7.048252969980239868e-02,1.679556630551815033e-02,-2.749485895037651062e-03,1.505547482520341873e-02,-1.024644449353218079e-01,5.969098955392837524e-02,6.535859107971191406e-01,1.215411573648452759e-01,9.650138765573501587e-02,3.121863901615142822e-01,1.036315187811851501e-01,1.802396625280380249e-01,-1.246362701058387756e-01,-1.870646625757217407e-01,1.200863867998123169e-01,1.767052412033081055e-01
-3.856549784541130066e-02,9.276145137846469879e-03,-5.568372458219528198e-02,1.075901836156845093e-02,-4.158328846096992493e-02,4.617214947938919067e-02,-6.237659137696027756e-03,1.666172146797180176e-01,6.099673509597778320e-01,-2.565675377845764160e-01,2.139465212821960449e-01,-2.423330210149288177e-02,-3.692852258682250977e-01,2.269859164953231812e-01,-1.924499422311782837e-01,1.338230669498443604e-01,-1.487785279750823975e-01
3.008450567722320557e-02,-5.864967033267021179e-02,-9.962591528892517090e-02,-1.246047555468976498e-03,-1.207408979535102844e-01,5.108509678393602371e-03,-1.312178671360015869e-01,-9.312564879655838013e-02,-2.144021391868591309e-01,6.763424277305603027e-01,2.046016417443752289e-02,-2.918786108493804932e-01,5.403630062937736511e-02,-3.943023458123207092e-02,-9.091771207749843597e-03,-1.812445819377899170e-01,-1.978300362825393677e-01
